Product Name,Original Price,Discounted Price,Discount Percentage,Customer Rating (out of 5),Number of Reviews,Product URL,Category
Flat Iron & Electric Kettle Percolator  2 Litres - Silver,"UGX 90,000","UGX 55,000",39%,,29.0,https://www.jumia.ug/generic-flat-iron-electric-kettle-percolator-2-litres-silver-32559466.html,Kitchen Appliance
Marado Electric Rice Cooker 3 Litres - White,,"UGX 84,000",,4.3,46.0,https://www.jumia.ug/electric-rice-cooker-3-litres-white-marado-mpg860176.html,Kitchen Appliance
Scarlett Electric Pacolater Heat Kettle Steel 2L - Silver,"UGX 45,000","UGX 37,000",18%,4.3,23.0,https://www.jumia.ug/generic-scarlett-electric-pacolater-heat-kettle-steel-2l-silver-166300634.html,Kitchen Appliance
Hoffmans Blender & Dry Grinder HM 920 - Silver/Black,"UGX 120,000","UGX 81,000",33%,3.2,5.0,https://www.jumia.ug/hoffmans-blender-dry-grinder-hm-920-silverblack-251534413.html,Kitchen Appliance
Hoffmans 4 in 1 Blender 1.8L - Black,"UGX 300,000","UGX 118,000",61%,4.2,84.0,https://www.jumia.ug/4-in-1-blender-1.8l-hm-126-black-hoffmans-mpg4739680.html,Kitchen Appliance
Hoffmans 10 LITERS / 10L Air Fryer / Airfryer HM 778 - Black,"UGX 450,000","UGX 208,000",54%,4.3,12.0,https://www.jumia.ug/hoffmans-10-liters-10l-air-fryer-airfryer-hm-778-black-130876803.html,Kitchen Appliance
Hisense 30 Liters Digital Microwave – Mirror Silver 1 Yr warranty,"UGX 400,000","UGX 325,900",19%,4.5,110.0,https://www.jumia.ug/hisense-30-liters-digital-microwave-mirror-silver-1-yr-warranty-52788673.html,Kitchen Appliance
Simbaland 2.2L Rice Cooker(1 YR WRTY),"UGX 154,268","UGX 107,000",31%,4.7,6.0,https://www.jumia.ug/simbaland-2.2l-rice-cooker1-yr-wrty-145513837.html,Kitchen Appliance
Hoffmans 6 liters LCD touch Air fryer - Black,"UGX 250,000","UGX 124,000",50%,,37.0,https://www.jumia.ug/hoffmans-6-liters-lcd-touch-air-fryer-black-137078768.html,Kitchen Appliance
Electric Egg Boiler With 6 Slots - Multicolor,"UGX 60,000","UGX 29,990",50%,4.5,4.0,https://www.jumia.ug/electric-egg-boiler-with-6-slots-multicolor-generic-mpg5889163.html,Kitchen Appliance
Commercial Deep Fryer 6ltr... Silver,"UGX 190,000","UGX 94,000",51%,,21.0,https://www.jumia.ug/generic-commercial-deep-fryer-6ltr...-silver-96713124.html,Kitchen Appliance
Hoffmans 12L Air Fryer With LCD Touch Control HM-786 - Black,"UGX 220,000","UGX 208,000",5%,4.0,1.0,https://www.jumia.ug/hoffmans-12l-air-fryer-with-lcd-touch-control-hm-786-black-251721746.html,Kitchen Appliance
Sayona 3.5L / 3.5 Litres Deep Fryer 4566 - Silver,"UGX 300,000","UGX 115,000",62%,4.0,2.0,https://www.jumia.ug/sayona-3.5l-3.5-litres-deep-fryer-4566-silver-214014786.html,Kitchen Appliance
Sokany Double Solid Electric Hotplate - Black,"UGX 100,000","UGX 74,000",26%,,,https://www.jumia.ug/sokany-double-solid-electric-hotplate-black-246058002.html,Kitchen Appliance
Sokany Single Gas Burner Cooker Table Top Gas Stove Hob Hot Plate For Heavy And Large Pot Pans - Silver. .,"UGX 60,000","UGX 37,400",38%,1.0,1.0,https://www.jumia.ug/sokany-single-gas-burner-cooker-table-top-gas-stove-hob-hot-plate-for-heavy-and-large-pot-pans-silver.-.-249802596.html,Kitchen Appliance
Pearllight 20 Litres Electric Oven - Black.,"UGX 206,250","UGX 133,000",36%,4.3,7.0,https://www.jumia.ug/pearllight-20-litres-electric-oven-black.-210199512.html,Kitchen Appliance
Hoffmans Mechanical 6L / 6 Liters Airfryer/ Air Fryer - Black,"UGX 200,000","UGX 140,000",30%,5.0,1.0,https://www.jumia.ug/hoffmans-mechanical-6l-6-liters-airfryer-air-fryer-black-246056963.html,Kitchen Appliance
Single Coil Hot Plate 1000w,"UGX 40,000","UGX 25,000",38%,3.8,6.0,https://www.jumia.ug/generic-single-coil-hot-plate-1000w-246059371.html,Kitchen Appliance
Double Burner 2000W Hotplate - White,"UGX 95,000","UGX 50,600",47%,3.7,19.0,https://www.jumia.ug/generic-double-burner-2000w-hotplate-white-5005504.html,Kitchen Appliance
"SPJ 2 In 1 HBX-WT400W , 400w , Hand Blender 2 Blades, Stainless Steel, 2 Speeds, Includes Bowl - Cream","UGX 65,000","UGX 52,300",20%,4.7,3.0,https://www.jumia.ug/spj-2-in-1-hbx-wt400w-400w-hand-blender-2-blades-stainless-steel-2-speeds-includes-bowl-cream-246175078.html,Kitchen Appliance
Hisense Fast Warming Digital Microwave Oven Of 20 Liters-Silver,"UGX 580,000","UGX 290,000",50%,4.5,2.0,https://www.jumia.ug/hisense-fast-warming-digital-microwave-oven-of-20-liters-silver-250192162.html,Kitchen Appliance
2 Slice Non-Stick Sandwich Maker- Black,"UGX 80,000","UGX 47,000",41%,4.8,13.0,https://www.jumia.ug/generic-2-slice-non-stick-sandwich-maker-black-124879986.html,Kitchen Appliance
Wngreat 6 Litre Commercial Deep Fryer - Silver,"UGX 250,007","UGX 99,500",60%,3.9,33.0,https://www.jumia.ug/wngreat-6-litre-commercial-deep-fryer-silver-79409269.html,Kitchen Appliance
"Marado Rice Cooker, 4 Litres - Black","UGX 199,017","UGX 86,000",57%,1.0,1.0,https://www.jumia.ug/rice-cooker-4-litres-black-marado-mpg6004689.html,Kitchen Appliance
"Electric Egg Boiler, 6 Slots Egg Boiler Breakfast Water Boiling for Home -Multicolor","UGX 60,000","UGX 30,000",50%,3.6,5.0,https://www.jumia.ug/electric-egg-boiler-6-slots-egg-boiler-breakfast-water-boiling-for-home-multicolor-generic-mpg6084132.html,Kitchen Appliance
Global Star Electric Oven With Rotisserie/Two Hot Plates 38 Litre - GS+OV38 BLACK,"UGX 466,667","UGX 248,000",47%,3.8,70.0,https://www.jumia.ug/global-star-electric-oven-with-rotisserietwo-hot-plates-38-litre-gsov38-black-25935784.html,Kitchen Appliance
Hoffmans HM-780A 8L Digital Electric Air Fryer - Black,"UGX 200,000","UGX 188,000",6%,5.0,1.0,https://www.jumia.ug/hoffmans-hm-780a-8l-digital-electric-air-fryer-black-251554257.html,Kitchen Appliance
Bro Toumi Electric Kettle Folding Portable Travel Camping Kettle,"UGX 57,750","UGX 34,650",40%,,7.0,https://www.jumia.ug/bro-toumi-electric-kettle-folding-portable-travel-camping-kettle-135109609.html,Kitchen Appliance
Marado Electric Rice Cooker-3L - Black,,"UGX 88,000",,4.2,50.0,https://www.jumia.ug/electric-rice-cooker-500w-3-litres-color-may-vary-marado-mpg823799.html,Kitchen Appliance
Single Coil Hot Plate 1000w - White/Black,"UGX 35,000","UGX 25,000",29%,1.0,1.0,https://www.jumia.ug/generic-single-coil-hot-plate-1000w-whiteblack-245442003.html,Kitchen Appliance
Saachi Triple Burner Gas Stove NL-GAS-5224-ST With Automatic Ignition,"UGX 120,000","UGX 80,000",33%,4.0,4.0,https://www.jumia.ug/saachi-triple-burner-gas-stove-nl-gas-5224-st-with-automatic-ignition-125174233.html,Kitchen Appliance
"SPJ 5LElectric Non Stick Pressure Cooker With IMD Touch Panel, Silver.","UGX 300,000","UGX 187,200",38%,5.0,1.0,https://www.jumia.ug/spj-5lelectric-non-stick-pressure-cooker-with-imd-touch-panel-silver.-246237956.html,Kitchen Appliance
Blueflame 45 Liters Electric Mini Oven With Two Hot Plates / Hobs - Inox (5YRs WRTY),"UGX 850,000","UGX 361,000",58%,3.4,10.0,https://www.jumia.ug/blueflame-45-liters-electric-mini-oven-with-two-hot-plates-hobs-inox-5yrs-wrty-111670981.html,Kitchen Appliance
Handheld Impulse Sealer Machine Plastic Sealing  - Blue,"UGX 65,000 - UGX 125,000","UGX 62,000 - UGX 120,000",12%,4.5,11.0,https://www.jumia.ug/handheld-impulse-sealer-machine-plastic-sealing-blue-generic-mpg167433.html,Kitchen Appliance
5 Liters Multifunction Rice Cooker Fast Cooking Digital Operated - Multicolor,"UGX 140,000","UGX 129,000",8%,4.0,1.0,https://www.jumia.ug/generic-5-liters-multifunction-rice-cooker-fast-cooking-digital-operated-multicolor-247713573.html,Kitchen Appliance
Plastic Bags Impulse Heat Sealing Machine -Blue,"UGX 68,000 - UGX 95,000","UGX 60,000 - UGX 90,000",20%,3.6,28.0,https://www.jumia.ug/plastic-bags-impulse-heat-sealing-machine-blue-generic-mpg659216.html,Kitchen Appliance
Roti / Chapati Maker – Grey & Black,"UGX 180,000","UGX 98,000",46%,4.0,5.0,https://www.jumia.ug/generic-roti-chapati-maker-grey-black-168107497.html,Kitchen Appliance
"Flat Iron ,  Electric Kettle Percolator 2 Litres - Silver","UGX 80,000","UGX 55,000",31%,3.6,8.0,https://www.jumia.ug/generic-flat-iron-electric-kettle-percolator-2-litres-silver-38944136.html,Kitchen Appliance
"Hoffmans 2L Glass Electric Kettle With LED Blue Light- Silver , Black","UGX 70,000","UGX 48,000",31%,4.3,47.0,https://www.jumia.ug/hoffmans-2l-glass-electric-kettle-with-led-blue-light-silver-black-134820716.html,Kitchen Appliance
Other Double Deep Fryer 12 Litres - Silver,"UGX 270,000","UGX 200,000",26%,4.5,6.0,https://www.jumia.ug/double-deep-fryer-12-litres-silver-other-mpg110019.html,Kitchen Appliance
Vacuum Sealer Machine Automatic Food Packaging Comes With 10 Vacuum Bags,"UGX 60,000","UGX 45,000",25%,5.0,1.0,https://www.jumia.ug/generic-vacuum-sealer-machine-automatic-food-packaging-comes-with-10-vacuum-bags-246571064.html,Kitchen Appliance
Single Coil Hotplate - White,"UGX 30,000","UGX 25,000",17%,3.3,3.0,https://www.jumia.ug/single-coil-hotplate-white-generic-mpg6223673.html,Kitchen Appliance
SILVER CREST 5L Multifunction Non-Stick Inner Pot -Digital Rice Cooker,"UGX 160,000","UGX 139,000",13%,4.2,6.0,https://www.jumia.ug/silver-crest-5l-multifunction-non-stick-inner-pot-digital-rice-cooker-73595663.html,Kitchen Appliance
"Saachi Electric Kettle, 5Litres - Kettle","UGX 140,000","UGX 131,000",6%,,19.0,https://www.jumia.ug/electric-kettle-5litres-kettle-saachi-mpg760464.html,Kitchen Appliance
SPJ 2 In 1 1.5L Plastic Jar Blender With Plastic Grinder 500w  BDX-BL500W - Black,"UGX 95,000","UGX 61,000",36%,4.0,24.0,https://www.jumia.ug/2-in-1-1.5l-plastic-jar-blender-with-plastic-grinder-500w-bdx-bl500w-black-spj-mpg5997917.html,Kitchen Appliance
SPJ 6L Oil Free Fryer 1200w -Touch Screen - 7 Cooking Presets - Timer - Black,"UGX 210,000","UGX 145,300",31%,5.0,5.0,https://www.jumia.ug/spj-6l-oil-free-fryer-1200w-touch-screen-7-cooking-presets-timer-black-246188965.html,Kitchen Appliance
5 Liters Non Stick Multifunctional Electric Pressure Cooker-Multicolour,"UGX 185,000","UGX 160,000",14%,1.0,1.0,https://www.jumia.ug/generic-5-liters-non-stick-multifunctional-electric-pressure-cooker-multicolour-227095246.html,Kitchen Appliance
Hoffmans 10 In1 Juicer Blender Extractor Mincer Food Processor -Clear .,"UGX 300,000","UGX 200,000",33%,,5.0,https://www.jumia.ug/hoffmans-10-in1-juicer-blender-extractor-mincer-food-processor-clear-.-118056919.html,Kitchen Appliance
Pixel 6 Ltr/ 6l / 6 liters Commercial Deep Fryer + Potato Chipper - Silver,"UGX 300,000","UGX 139,000",54%,4.2,9.0,https://www.jumia.ug/pixel-6-ltr-6l-6-liters-commercial-deep-fryer-potato-chipper-silver-131746940.html,Kitchen Appliance
Multi-functional-Portable-fruit-vegetables-manual-juicer,"UGX 89,991","UGX 43,500",52%,3.6,89.0,https://www.jumia.ug/multi-functional-portable-plastic-fruit-vegetables-manual-juicer-green-generic-mpg859091.html,Kitchen Appliance
Marado Electric Rice Cooker With Steaming Feature - Multi,"UGX 99,000 - UGX 119,000","UGX 96,000 - UGX 110,000",8%,4.0,44.0,https://www.jumia.ug/energy-rice-cooker-colour-may-vary-marado-mpg278173.html,Kitchen Appliance
Saachi 2 In 1 Blender / Grinder 1.5 Litres NL-BL-4405 - Black,"UGX 110,000","UGX 105,000",5%,3.9,14.0,https://www.jumia.ug/saachi-2-in-1-blender-grinder-1.5-litres-nl-bl-4405-black-46193949.html,Kitchen Appliance
3Rolls/Lot Food Vacuum Bag For Vacuum Sealer Storag 25*500cm,"UGX 99,005","UGX 49,800",50%,4.5,2.0,https://www.jumia.ug/generic-3rollslot-food-vacuum-bag-for-vacuum-sealer-storag-25500cm-99784228.html,Kitchen Appliance
2 Burner Tempered Glass Gas Stove - Black,"UGX 150,000","UGX 88,000",41%,4.0,2.0,https://www.jumia.ug/2-burner-tempered-glass-gas-stove-black-generic-mpg6068854.html,Kitchen Appliance
ADH 18*2 Litres 2 Tap double Juice Dispenser-White,"UGX 1,500,000","UGX 1,190,000",21%,5.0,1.0,https://www.jumia.ug/adh-182-litres-2-tap-double-juice-dispenser-white-203797888.html,Kitchen Appliance
RAF 24 L Electric Oven R-5306,"UGX 300,000","UGX 145,000",52%,,,https://www.jumia.ug/24-l-electric-oven-r-5306-raf-mpg6214685.html,Kitchen Appliance
Simbaland Simbaland 7L Genuine 14 In 1 Digital Electric Pressure Cooker - Silver,"UGX 250,000","UGX 200,000",20%,,,https://www.jumia.ug/simbaland-simbaland-7l-genuine-14-in-1-digital-electric-pressure-cooker-silver-250192810.html,Kitchen Appliance
"Sokany 4500w Heavy Duty Commercial Grade Automatic Blender, 2l Jar - Multi-color","UGX 200,000","UGX 95,000",53%,4.8,5.0,https://www.jumia.ug/sokany-4500w-heavy-duty-commercial-grade-automatic-blender-2l-jar-multi-color-248140730.html,Kitchen Appliance
12L Deep Fryer - Silver,"UGX 649,985","UGX 228,000",65%,4.0,7.0,https://www.jumia.ug/12l-deep-fryer-silver-generic-mpg521771.html,Kitchen Appliance
Sokany 2 Gas Burner Cooker Table Top Gas Stove Hob Hot Plate For Heavy And Large Pot Pans -silver. .,"UGX 90,000","UGX 65,700",27%,,,https://www.jumia.ug/sokany-2-gas-burner-cooker-table-top-gas-stove-hob-hot-plate-for-heavy-and-large-pot-pans-silver.-.-249802593.html,Kitchen Appliance
Hoffmans 2.5L Electric Tea Kettle Fast Boiling Auto Shut-off And Boil Dry Protection Electric Kettle Pacolator,"UGX 70,000","UGX 50,000",29%,,,https://www.jumia.ug/hoffmans-2.5l-electric-tea-kettle-fast-boiling-auto-shut-off-and-boil-dry-protection-electric-kettle-pacolator-251687216.html,Kitchen Appliance
Multifunctional 6 Liters 30Cm Non Stick Electric Hot Pot For Frying Steaming Boiling Roasting Or Baking Different Foods - Multicolor,"UGX 145,000","UGX 140,000",3%,5.0,2.0,https://www.jumia.ug/generic-multifunctional-6-liters-30cm-non-stick-electric-hot-pot-for-frying-steaming-boiling-roasting-or-baking-different-foods-multicolor-245043042.html,Kitchen Appliance
"Original Parcolator 2 Litres - Silver, Black","UGX 50,018","UGX 38,000",24%,3.3,4.0,https://www.jumia.ug/original-parcolator-2-litres-silver-black-generic-mpg210439.html,Kitchen Appliance
Double Coil Hotplate Cooker Plus A Free 4 Way Extension,"UGX 139,000","UGX 59,600",57%,5.0,2.0,https://www.jumia.ug/double-coil-hotplate-cooker-plus-a-free-4-way-extension-white-generic-mpg4753378.html,Kitchen Appliance
"Hoffmans  HM-3032, Micro Pressure Cooker, 8Ltr, 1500W - Black","UGX 190,000","UGX 180,000",5%,4.5,2.0,https://www.jumia.ug/hoffmans-hm-3032-micro-pressure-cooker-8ltr-1500w-black-245690235.html,Kitchen Appliance
Kenwood Rice Cooker 2.8L With Steam Basket 1000W RCM71- Silver.,"UGX 365,100","UGX 277,200",24%,,5.0,https://www.jumia.ug/generic-kenwood-rice-cooker-2.8l-with-steam-basket-1000w-rcm71-silver.-97664088.html,Kitchen Appliance
Hot Plate Solid Double Electric Cooker - White,"UGX 65,000","UGX 45,000",31%,,,https://www.jumia.ug/hot-plate-solid-double-electric-cooker-white-generic-mpg6157264.html,Kitchen Appliance
Global Star Juice Blender Juicer 2 In 1 1.5Litres GS-TY202B  - Black,"UGX 130,855","UGX 65,800",50%,3.7,459.0,https://www.jumia.ug/juice-blender-juicer-2-in-1-1.5litres-gs-ty202b-black-global-star-mpg3414261.html,Kitchen Appliance
Ujia 1.5 Juice Blender Glass Jar,"UGX 110,000","UGX 55,000",50%,3.5,112.0,https://www.jumia.ug/1.5-juice-blender-glass-jar-ujia-mpg5493165.html,Kitchen Appliance
3 Liters Electric Deep Fryer For Frying Fast Foods Chips Chicken Sausages Kebabs Chaps-Silver/Black,"UGX 115,000","UGX 109,900",4%,3.0,4.0,https://www.jumia.ug/generic-3-liters-electric-deep-fryer-for-frying-fast-foods-chips-chicken-sausages-kebabs-chaps-silverblack-226322089.html,Kitchen Appliance
/ Phillips 1.9litres ProBlend System Electric Blender 450W 3000 Series -Black,"UGX 300,000","UGX 159,990",47%,4.2,22.0,https://www.jumia.ug/generic-phillips-1.9litres-problend-system-electric-blender-450w-3000-series-black-114045240.html,Kitchen Appliance
"Heavy Duty Commercial Blender 2 Liters - Red,Black","UGX 200,000","UGX 113,700",43%,,26.0,https://www.jumia.ug/generic-heavy-duty-commercial-blender-2-liters-redblack-5045304.html,Kitchen Appliance
"Scarlett Electric Kettle Fast Boiling Percolator,  2 Litres  - Silver,Black","UGX 29,900","UGX 24,000",20%,4.0,21.0,https://www.jumia.ug/electric-kettle-fast-boiling-percolator-2-litres-silverblack-scarlett-mpg4787862.html,Kitchen Appliance
"Hoffmans 4 Ln1 Electric Juicer, Blender /Extractor,1.5L- Silver","UGX 350,000","UGX 198,000",43%,4.7,3.0,https://www.jumia.ug/hoffmans-4-ln1-electric-juicer-blender-extractor1.5l-silver-145182267.html,Kitchen Appliance
Outdoor Mini Personal Portable Cordless Shaker  USB Rechargeable Small Fruit Juicer Blender Smoothie Maker Kitchen Auxiliary Outdoor Travel   Sport Juice Cup - Pink,"UGX 60,000","UGX 40,000",33%,3.7,11.0,https://www.jumia.ug/generic-outdoor-mini-personal-portable-cordless-shaker-usb-rechargeable-small-fruit-juicer-blender-smoothie-maker-kitchen-auxiliary-outdoor-travel-sport-juice-cup-pink-26166124.html,Kitchen Appliance
Hoffmans Electronic Juice Extractor 4 In 1 Model HM-637,"UGX 250,000","UGX 115,000",54%,1.0,1.0,https://www.jumia.ug/hoffmans-electronic-juice-extractor-4-in-1-model-hm-637-251687323.html,Kitchen Appliance
Saachi 25 Litres Microwave Oven - Black(1 YR WRTY),"UGX 320,000","UGX 250,000",22%,3.9,9.0,https://www.jumia.ug/saachi-25-litres-microwave-oven-black1-yr-wrty-112716719.html,Kitchen Appliance
"Original Double Solid Electric Hotplate Cooker - Black, White","UGX 150,000","UGX 65,000",57%,4.0,2.0,https://www.jumia.ug/generic-original-double-solid-electric-hotplate-cooker-black-white-216677190.html,Kitchen Appliance
"Hoffmans 2 Slice Electric Bread Toaster - Silver, Black","UGX 70,000","UGX 43,000",39%,5.0,1.0,https://www.jumia.ug/hoffmans-2-slice-electric-bread-toaster-silver-black-251687314.html,Kitchen Appliance
Saachi  2 In 1 Blender / Grinder 1.5 Litres NL-BL-4405 - Black,"UGX 88,500","UGX 88,000",1%,5.0,1.0,https://www.jumia.ug/saachi-2-in-1-blender-grinder-1.5-litres-nl-bl-4405-black-199470195.html,Kitchen Appliance
Hoffmans 8L Digital Electric Airfryer / Air Fryer,"UGX 350,000","UGX 195,000",44%,3.2,5.0,https://www.jumia.ug/hoffmans-8l-digital-electric-airfryer-air-fryer-245442602.html,Kitchen Appliance
"SPJ 4 IN 1 HBX-RD600W 600w,  Hand Blender Food Processor,2 Speed Levels, Pulse/Ice Crush Function - Red","UGX 120,000","UGX 92,500",23%,4.5,2.0,https://www.jumia.ug/spj-4-in-1-hbx-rd600w-600w-hand-blender-food-processor2-speed-levels-pulseice-crush-function-red-246188955.html,Kitchen Appliance
5Litres Pressure Cooker-Silver,"UGX 150,000","UGX 75,000",50%,4.2,12.0,https://www.jumia.ug/generic-5litres-pressure-cooker-silver-199795161.html,Kitchen Appliance
Stainless Steel Manual Fruit Press Squeezer Juicer Extractor-Silver,"UGX 45,000","UGX 41,900",7%,3.9,16.0,https://www.jumia.ug/stainless-steel-manual-fruit-press-squeezer-juicer-extractor-silver-generic-mpg99054.html,Kitchen Appliance
Touch Control  7 Liters Electric Pressure Cooker For Fast Cooking-Silver,"UGX 260,000","UGX 250,000",4%,,,https://www.jumia.ug/touch-control-6-liters-electric-pressure-cooker-for-fast-cooking-silver-electro-master-mpg5679678.html,Kitchen Appliance
2L Stainless Steel Electric Coffee Percolater  - Silver,"UGX 55,000","UGX 25,000",55%,3.9,44.0,https://www.jumia.ug/electric-coffee-percolator-2ltr-silver-generic-mpg412397.html,Kitchen Appliance
3.5 Litre Plastic  Water Milk Tea Fridge Beverage Container-White,"UGX 50,000","UGX 40,000",20%,3.8,5.0,https://www.jumia.ug/generic-3.5-litre-plastic-water-milk-tea-fridge-beverage-container-white-177905741.html,Kitchen Appliance
ADH 8 Litres Stainless  Double Table Juice Dispenser JD-82 - Stainless,"UGX 500,000","UGX 297,300",41%,4.3,14.0,https://www.jumia.ug/adh-8-litres-stainless-double-table-juice-dispenser-jd-82-stainless-146575276.html,Kitchen Appliance
"Hoffmans HM-6018 Digital Air Fryer – 6L, 2400W With LCD Touch Control - Black","UGX 140,000","UGX 125,000",11%,3.0,1.0,https://www.jumia.ug/hoffmans-hm-6018-digital-air-fryer-6l-2400w-with-lcd-touch-control-black-251721728.html,Kitchen Appliance
Radiant Cooker 2 Burner Infrared Cooker Hot Plate Stove - Black,"UGX 390,000","UGX 155,000",60%,4.2,5.0,https://www.jumia.ug/generic-radiant-cooker-2-burner-infrared-cooker-hot-plate-stove-black-119120128.html,Kitchen Appliance
Pizza Chapati Maker Roller Non-Stick - Silver/Black,"UGX 250,000","UGX 98,000",61%,3.7,3.0,https://www.jumia.ug/generic-pizza-chapati-maker-roller-non-stick-silverblack-142486625.html,Kitchen Appliance
Hisense 20L Digital Microwave H20MOMS11-Mirror Silver.,"UGX 500,013","UGX 248,000",50%,,37.0,https://www.jumia.ug/20l-digital-microwave-h20moms11-mirror-silver.-hisense-mpg1052806.html,Kitchen Appliance
Fast Boiling Percolator Kettle 2Litre-Silver Design May Vary,"UGX 28,000","UGX 26,000",7%,,202.0,https://www.jumia.ug/fast-boiling-percolator-kettle-2litre-silver-design-may-vary-generic-mpg167922.html,Kitchen Appliance
"Handheld Electric Milk Frother,USB Charger, Cake Tool, Kitchen Mixer","UGX 65,000","UGX 38,800",40%,4.0,16.0,https://www.jumia.ug/generic-handheld-electric-milk-frotherusb-charger-cake-tool-kitchen-mixer-107947765.html,Kitchen Appliance
Hoffmans 6L Electric Fast Boiling With Auto Turn - Off  Kettle 2000W,"UGX 100,000","UGX 70,000",30%,1.0,1.0,https://www.jumia.ug/6l-electric-fast-boiling-with-auto-turn-off-kettle-2000w-hoffmans-mpg6421322.html,Kitchen Appliance
